F1,
Optimum found: -4063.14,
Optimal point: , -510.505, -432.462, -361.944, -301.902, -264.136, -179.468, -151.362, -143.084, -138.369, -137.232, -131.516, -128.619, -110.284, -105.158, -53.2489, 0.436235, 110.054, 171.447, 189.058, 217.066, 224.457, 376.266, 377.716, 393.501, 402.583, 409.622, 422.937, 431.483, 454.667, 471.362,
F7,
Optimum found: 647.542,
Optimal point: , -474.761, -288.345, -238.886, -160.112, -147.45, -124.206, -117.412, -76.2522, -68.1816, -62.4948, -58.5326, -42.2413, -18.1783, -12.5435, 52.2929, 56.5177, 62.8989, 66.3042, 70.9831, 76.5222, 87.5719, 111.388, 145.766, 161.34, 252.467, 267.369, 291.349, 316.645, 430.985, 504.575,
Mean:, 697.309,
Median:, 84333.9,
Time:, 0.000505914,
Median:, 294.87,
SD:, 57.9679,

F8,
Optimum found: 6066.44,
Optimal point: , -353.45, -351.092, -286.403, -189.391, -176.005, -152.923, -121.137, -103.785, -93.2613, -92.143, -83.5048, -82.8884, -78.8502, -77.4764, -31.0699, -28.4843, -6.6239, 15.4434, 26.1698, 26.8323, 54.8037, 161.983, 196.606, 197.049, 250.163, 282.788, 332.476, 335.915, 419.924, 428.73,
Mean:, 7025.68,
Median:, 933709,
Time:, 0.000285385,
Median:, 4438.93,
SD:, 886.56,

F9,
Optimum found: 597.688,
Optimal point: , -437.22, -417.87, -330.649, -266.015, -185.702, -176.064, -8.01392, 1.1769, 2.02299, 8.74908, 25.7348, 47.5609, 47.7281, 89.8931, 95.1992, 167.436, 177.988, 191.966, 195.684, 210.799, 211.022, 221.812, 244.237, 272.72, 372.725, 379.447, 442.868, 457.898, 477.911, 487.039,
Mean:, 613.4,
Median:, 62617.4,
Time:, 0.000359764,
Median:, 22.0345,
SD:, 4.33955,

F10,
Optimum found: -6784.74,
Optimal point: , -470.313, -465.968, -459.014, -452.482, -447.69, -436.558, -399.862, -389.4, -378.97, -330.028, -326.124, -289.007, -277.064, -232.099, -204.359, -179.742, -127.795, -97.8272, -82.8978, -79.5382, -37.1808, 127.596, 235.317, 258.235, 354.671, 360.831, 376.896, 384.508, 392.877, 458.135,
Mean:, -4343.09,
Median:, -9177.13,
Time:, 0.000395118,
Median:, 8170.08,
SD:, 1605.9,

F11,
Optimum found: -3471.68,
Optimal point: , -470.734, -439.471, -326.979, -270.858, -245.356, -239.598, -188.996, -185.553, -135.616, -120.511, -113.399, -91.6934, -71.7043, 43.1378, 93.9571, 97.4266, 106.728, 113.513, 140.364, 262.438, 366.842, 400.047, 401.536, 403.795, 406.337, 426.313, 432.108, 461.359, 469.894, 495.288,
Mean:, -2191.79,
Median:, 60345.9,
Time:, 0.000338504,
Median:, 5604.16,
SD:, 1087.23,

F12,
Optimum found: 13.4866,
Optimal point: , -495.211, -470.893, -378.039, -329.542, -326.089, -232.841, -209.334, -190.014, -185.435, -141.546, -125.754, -94.7045, -82.6434, -51.33, -38.0131, -10.5276, 12.1921, 12.822, 25.4254, 28.4915, 56.6405, 205.969, 270.103, 295.368, 295.402, 306.43, 333.779, 335.191, 428.753, 431.193,
Mean:, 13.9035,
Median:, 1450.01,
Time:, 0.000265195,
Median:, 1.17563,
SD:, 0.178122,

F13,
Optimum found: -6.88797,
Optimal point: , -488.41, -431.4, -418.391, -346.854, -320.169, -287.957, -281.874, -273.923, -273.061, -239.191, -230.311, -223.344, -211.051, -116.839, -79.6866, -71.6674, -59.9813, 83.6739, 89.5832, 139.937, 145.788, 174.003, 231.483, 297.164, 342.583, 359.917, 400.454, 432.564, 472.276, 492.392,
Mean:, -3.56774,
Median:, 2.34957,
Time:, 0.000382506,
Median:, 7.12001,
SD:, 1.37239,

F14,
Optimum found: -0.728091,
Optimal point: , -507.861, -434.984, -380.725, -351.673, -337.994, -272.726, -258.853, -252.525, -215.71, -155.559, -132.364, -122.815, -16.5067, -1.60823, 0.0926016, 91.696, 145.086, 153.947, 191.743, 199.761, 205.373, 219.195, 288.906, 292.195, 302.223, 325.222, 347.483, 404.434, 413.505, 511.572,
Mean:, -0.0240659,
Median:, 0,
Time:, 0.000379141,
Median:, 0.0410816,
SD:, 0.0040305,

